model,expr,regime,vol_target,multiplicity,n_months,mean_ann_pct,sharpe,t,p,by_pass,aux_tested,aux_pass,full_survivor,alpha6_t
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + -0.5*BookLeverage,NONE,false,1,9,4.709,0.439,0.38,0.35686,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*EP + +1*Mom12m,NONE,false,1,9,16.138,0.454,0.393,0.35218,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BookLeverage + +0.5*PS,VIX_BELOW_TRAILING_MEDIAN,true,1,9,15.253,1.342,1.162,0.1393,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*EP + +0.5*InvGrowth,MKT_TRAILING_12M_UP,true,1,9,-16.507,-1.456,-1.261,0.87858,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +1*Mom12m,NONE,true,3,9,5.214,0.602,0.522,0.308,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*GrSaleToGrInv + +1*PS,VIX_BELOW_TRAILING_MEDIAN,true,1,9,7.448,0.539,0.467,0.32656,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVol3F + +1*Mom6m,NONE,true,1,9,2.513,0.192,0.166,0.43619,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +0.5*NetPayoutYield,MKT_TRAILING_12M_UP,true,1,9,2.658,0.708,0.613,0.27847,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -1*PS,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-6.063,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom6m + -0.5*STreversal,NONE,true,2,9,-0.963,-0.095,-0.083,0.5319,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +1*Mom12m + +0.5*NetPayoutYield,NONE,true,1,9,6.267,0.835,0.723,0.24515,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + +1*Mom6m + +1*PS,VIX_BELOW_TRAILING_MEDIAN,true,1,9,10.112,0.564,0.488,0.31931,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +0.5*Mom6m,NONE,true,1,9,-1.327,-0.223,-0.194,0.57431,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*InvGrowth + +1*RD,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*IntanBM + +1*OperProf,NONE,true,2,9,-4.982,-1.057,-0.915,0.80661,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*ChNAnalyst + -0.5*ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-0.981,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -0.5*RealizedVol,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AbnormalAccruals + -0.5*Accruals,NONE,true,1,9,-4.535,-0.32,-0.277,0.6055,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +1*BM + +0.5*EarningsConsistency,NONE,true,1,9,4.756,0.874,0.757,0.23542,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -0.5*OPLeverage,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-3.514,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*NetDebtFinance + +1*RD,NONE,true,1,9,-16.599,-1.969,-1.705,0.93669,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -0.5*IdioVol3F,MKT_TRAILING_12M_UP,false,1,9,15.683,1.494,1.294,0.11596,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -0.5*PctTotAcc,NONE,true,1,9,-1.301,-0.105,-0.091,0.5352,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*RD,VIX_BELOW_TRAILING_MEDIAN,false,2,9,-35.528,-1.413,-1.224,0.87209,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -0.5*NOA,NONE,true,1,9,16.926,2.523,2.185,0.03019,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -0.5*IdioVolAHT,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*BM,NONE,true,1,9,3.678,0.755,0.653,0.2659,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -0.5*RD,VIX_BELOW_TRAILING_MEDIAN,false,1,9,15.062,1.336,1.157,0.14035,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*NOA + -1*OPLeverage,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GP + -0.5*IntanBM,NONE,false,1,9,30.068,1.211,1.049,0.16244,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -1*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,true,1,9,7.434,0.635,0.55,0.29871,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*DebtIssuance + +1*RoE,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CF + -1*grcapx,NONE,true,1,9,-1.548,-0.139,-0.12,0.54633,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -0.5*InvGrowth,VIX_BELOW_TRAILING_MEDIAN,false,1,9,2.126,0.269,0.233,0.41094,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Accruals + +1*Mom6m,NONE,true,1,9,-0.85,-0.078,-0.067,0.52607,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*AssetGrowth + +1*InvGrowth,NONE,true,1,9,-7.151,-0.924,-0.8,0.77662,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Beta + -0.5*ReturnSkew,NONE,true,1,9,1.097,0.128,0.111,0.45727,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom6m + -0.5*RealizedVol,NONE,true,1,9,7.662,0.564,0.489,0.31911,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +0.5*InvGrowth,NONE,true,1,9,-2.75,-0.588,-0.509,0.6879,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Beta + +1*OperProf,NONE,true,1,9,-3.567,-0.532,-0.461,0.67132,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AssetGrowth + -0.5*RealizedVol,NONE,true,1,9,-1.787,-0.124,-0.107,0.54131,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +1*IntanBM,NONE,true,1,9,-0.047,-0.006,-0.005,0.50188,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*DebtIssuance + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,1.903,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVol3F + +1*OperProf,NONE,true,4,9,-2.457,-0.325,-0.281,0.60716,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -0.5*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,false,1,9,11.338,0.891,0.771,0.23137,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -0.5*InvGrowth,NONE,true,1,9,4.136,0.441,0.382,0.35631,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +0.5*RD,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-2.894,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVolAHT + +1*OPLeverage,NONE,true,2,9,-9.959,-1.091,-0.945,0.8139,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + +0.5*GrSaleToGrInv,VIX_BELOW_TRAILING_MEDIAN,false,1,9,10.245,1.451,1.257,0.12211,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*RD,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-26.195,-1.34,-1.16,0.86032,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GP + -1*Investment,NONE,true,1,9,6.921,0.658,0.57,0.29209,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -1*Leverage,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-8.837,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom12m + -1*STreversal,NONE,true,2,9,2.173,0.234,0.203,0.42225,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Accruals + -1*IdioVol3F,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-18.255,-1.502,-1.301,0.88519,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +1*GP,NONE,true,1,9,10.112,1.045,0.905,0.19595,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*BM + +0.5*Mom12m,NONE,true,4,9,5.214,0.602,0.522,0.308,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*EarningsSurprise + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,0.867,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*BMdec + +0.5*PS,NONE,true,1,9,9.129,1.348,1.168,0.13831,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*EarningsSurprise + +1*ShortInterest,VIX_BELOW_TRAILING_MEDIAN,false,1,9,25.71,1.659,1.436,0.0944,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + +1*RD,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OPLeverage + +1*ShortInterest,VIX_BELOW_TRAILING_MEDIAN,false,1,9,11.166,0.507,0.439,0.33619,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EP + +1*Mom12m,MKT_TRAILING_12M_UP,false,1,9,8.633,0.244,0.212,0.41888,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*IntanBM,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-1.832,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -1*NetDebtFinance,NONE,false,1,9,-5.142,-0.516,-0.447,0.66651,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Beta + +1*RD,MKT_TRAILING_12M_UP,true,1,9,-25.18,-1.638,-1.418,0.90307,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Investment + +1*OperProf,NONE,false,1,9,-16.859,-1.3,-1.126,0.85355,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + +1*IntanBM,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-1.482,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*NetPayoutYield + +1*OperProf,NONE,false,1,9,14.579,0.737,0.638,0.27061,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*RealizedVol + +0.5*RoE,VIX_BELOW_TRAILING_MEDIAN,true,1,9,-2.793,-0.298,-0.258,0.59845,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*AbnormalAccruals + +0.5*Mom12m,NONE,false,1,9,7.47,0.464,0.401,0.34928,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*BM + +0.5*DivYieldST,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-1.401,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Investment + +0.5*Size,NONE,false,1,9,4.046,0.405,0.351,0.36746,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*IntanBM + +0.5*RoE,VIX_BELOW_TRAILING_MEDIAN,true,1,9,-1.203,-0.143,-0.124,0.54774,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*EarningsSurprise + +0.5*ShortInterest,NONE,false,1,9,14.594,1.802,1.561,0.07858,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*DivYieldST + +0.5*RealizedVol,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-8.405,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BPEBM + +1*IntanBM,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-1.424,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -0.5*ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,1.766,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*OperProf,TERM_SPREAD_NEGATIVE,true,1,9,-0.713,-0.057,-0.049,0.51894,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AOP + -0.5*ForecastDispersion,MKT_TRAILING_12M_UP,false,1,9,2.544,0.318,0.276,0.3949,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*IntanEP,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,3.542,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*NetDebtFinance + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-2.216,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*OPLeverage,TERM_SPREAD_NEGATIVE,true,1,9,-10.57,-0.908,-0.786,0.77274,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AnalystValue + -0.5*ForecastDispersion,MKT_TRAILING_12M_UP,false,1,9,10.427,1.772,1.535,0.0817,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*IntanBM,NONE,true,1,9,4.863,0.732,0.634,0.27204,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -0.5*ShortInterest,VIX_BELOW_TRAILING_MEDIAN,false,3,9,-47.44,-2.541,-2.2,0.97051,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*OperProf,NONE,true,3,9,-0.147,-0.014,-0.012,0.50474,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -0.5*NetDebtFinance,VIX_ABOVE_TRAILING_MEDIAN,false,2,9,-2.264,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrAdExp + -1*Illiquidity,NONE,true,1,9,16.044,2.709,2.346,0.02349,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -0.5*ForecastDispersion,VIX_BELOW_TRAILING_MEDIAN,false,1,9,12.327,1.733,1.501,0.0859,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*RealizedVol + +1*roaq,NONE,true,1,9,24.034,2.435,2.108,0.03402,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + -0.5*tang,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,8.006,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*GP + -0.5*Investment,VIX_BELOW_TRAILING_MEDIAN,true,1,9,20.404,0.995,0.862,0.20693,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +0.5*PS,NONE,false,1,9,16.924,1.21,1.048,0.16266,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*BidAskSpread + -0.5*Leverage,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,0.446,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Mom12m + -0.5*STreversal,NONE,false,1,9,5.935,0.241,0.209,0.41981,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*PS + -0.5*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,true,1,9,17.582,1.12,0.97,0.1803,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*BM + +0.5*GP,NONE,false,1,9,11.661,1.106,0.958,0.18316,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Leverage + +0.5*PS,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,0.009,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*RD,NONE,true,2,9,-9.06,-1.096,-0.949,0.8148,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -0.5*Leverage,MKT_TRAILING_12M_UP,true,1,9,-17.546,-1.263,-1.094,0.8471,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*hire,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*DebtIssuance + +1*NOA,NONE,true,1,9,-9.55,-1.048,-0.908,0.80471,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*RD,MKT_TRAILING_12M_UP,true,1,9,-21.905,-1.495,-1.295,0.88422,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*OPLeverage,NONE,true,1,9,-4.435,-0.551,-0.477,0.67691,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*hire,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*PS + -1*RealizedVol,NONE,true,1,9,20.377,1.695,1.468,0.09019,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + +1*EP,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + +1*UpRecomm,NONE,true,1,9,6.779,0.637,0.551,0.29824,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BMdec + +1*OperProf,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-7.005,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom12m + +1*TrendFactor,NONE,true,1,9,10.967,0.907,0.786,0.22733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + +1*PS,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BookLeverage + +1*IntanBM,NONE,true,4,9,1.895,0.269,0.233,0.41092,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*AssetGrowth + +1*GrSaleToGrInv,NONE,true,1,9,11.088,0.888,0.769,0.2319,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -0.5*ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,1.718,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*IntanBM,VIX_BELOW_TRAILING_MEDIAN,true,1,9,5.539,0.466,0.404,0.34857,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*NetDebtFinance + +1*RD,NONE,false,1,9,-41.111,-2.01,-1.74,0.94,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*OrgCap,MKT_TRAILING_12M_UP,true,1,9,4.775,0.404,0.35,0.36768,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*iomom_cust,NONE,false,1,9,-3.385,-0.233,-0.202,0.57755,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -1*RealizedVol,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,10.733,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + -0.5*NetDebtPrice,NONE,false,1,9,19.113,1.81,1.568,0.07778,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OPLeverage + -1*ReturnSkew3F,MKT_TRAILING_12M_UP,true,1,9,-24.592,-1.214,-1.052,0.83816,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*FR + +1*RDAbility,NONE,false,1,9,-26.681,-2.753,-2.384,0.97787,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*RD,NONE,true,1,9,-10.082,-1.006,-0.871,0.79545,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom6m + +1*PS,NONE,true,1,9,5.881,0.588,0.51,0.31204,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Investment + +1*NetDebtFinance,NONE,true,1,9,4.369,1.0,0.866,0.20591,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*OperProf,NONE,true,1,9,-5.211,-0.966,-0.837,0.78645,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsSurprise + +1*Illiquidity,NONE,true,1,9,5.796,1.274,1.103,0.15096,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Investment + +1*OrgCap,NONE,true,1,9,-3.603,-0.672,-0.582,0.71167,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*realestate,NONE,true,1,9,23.493,2.839,2.459,0.0197,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom12m + +1*NOA,NONE,true,1,9,2.073,0.21,0.182,0.43022,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Leverage + +1*OScore,VIX_BELOW_TRAILING_MEDIAN,false,1,9,26.357,1.568,1.358,0.10581,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*RD,NONE,true,1,9,-9.178,-1.373,-1.189,0.86572,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + +1*OperProf,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-6.323,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*UpRecomm + +1*VolMkt,NONE,true,1,9,7.329,1.597,1.383,0.10206,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*Investment,VIX_BELOW_TRAILING_MEDIAN,false,1,9,1.34,0.102,0.088,0.46597,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CashProd + +1*roaq,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,3.47,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IdioVolAHT + -1*PayoutYield,MKT_TRAILING_12M_UP,false,1,9,15.471,0.908,0.786,0.22727,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*NetDebtFinance + +1*NetPayoutYield,NONE,true,1,9,12.203,2.166,1.876,0.04878,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BetaFP + +1*sinAlgo,TERM_SPREAD_NEGATIVE,false,1,9,-23.874,-1.048,-0.907,0.80465,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AnalystRevision + +1*EP,NONE,true,1,9,-1.907,-0.263,-0.228,0.58715,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + +1*RDS,MKT_TRAILING_12M_UP,false,1,9,-40.976,-1.608,-1.393,0.89939,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IO_ShortInterest + -1*IdioVol3F,NONE,true,1,9,3.815,0.431,0.373,0.35947,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -1*Leverage,TERM_SPREAD_NEGATIVE,false,1,9,-9.999,-0.606,-0.525,0.69304,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + +1*RD,NONE,true,2,9,-24.524,-2.127,-1.842,0.9486,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*AbnormalAccruals + +1*NetPayoutYield,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-0.401,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*EntMult + +1*GrSaleToGrInv,NONE,false,1,9,8.692,0.583,0.505,0.31374,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*LRreversal + +1*Mom12m,TERM_SPREAD_NEGATIVE,true,1,9,11.98,0.85,0.736,0.24128,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*PS,NONE,false,1,9,41.627,1.522,1.318,0.11192,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*Investment,VIX_BELOW_TRAILING_MEDIAN,true,1,9,0.809,0.083,0.072,0.47225,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsSurprise + -1*TotalAccruals,NONE,false,1,9,11.964,1.163,1.007,0.17169,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BidAskSpread + +1*VolMkt,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
